Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.817094,16.676,16.738,0.118,1.107,16.429
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.850770,33.676,33.307,0.277,1.323,16.061
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,14.851055,50.514,50.043,0.072,1.686,15.779
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,14.835116,332.650,333.569,0.116,12.914,31.741
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.900525,49.756,50.035,0.143,1.790,16.340
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.917080,16.555,16.683,0.150,1.501,16.468
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.967576,50.496,50.047,0.287,1.038,16.020
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,14.967874,116.819,116.768,0.077,0.821,15.729
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,14.983807,16.230,16.669,0.125,1.465,16.459
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.000523,16.717,16.682,0.100,1.551,16.425
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.017232,16.709,16.681,0.105,0.991,16.397
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.100867,83.635,83.415,0.247,1.103,16.176
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.117439,16.571,16.666,0.204,1.495,16.271
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.134048,16.610,16.713,0.138,1.088,16.375
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,15.134197,166.323,166.826,0.080,1.098,16.232
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.184438,50.390,50.021,0.252,1.816,16.005
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,15.184698,50.501,50.021,0.065,1.680,15.751
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,15.170264,335.149,333.622,0.113,12.465,30.214
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.200889,16.451,16.678,0.195,1.899,16.233
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.217485,16.597,16.673,0.155,1.917,16.310
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,15.233931,16.446,16.676,0.097,0.928,16.540
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.301056,67.125,66.726,0.231,1.173,16.141
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,15.301297,116.599,116.753,0.118,1.050,15.905
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.317409,16.352,16.683,0.103,1.101,16.472
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,15.384285,66.876,66.723,0.270,0.889,16.318
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.417747,33.462,33.356,0.198,1.194,16.213
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,15.450880,33.134,33.361,0.185,1.382,16.440
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.467744,16.864,16.679,0.119,1.230,16.255
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,15.467873,166.576,166.801,0.076,1.252,16.129
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.518160,50.416,50.047,0.226,1.495,15.886
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,15.518395,50.522,50.048,0.097,1.389,15.656
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,15.504013,333.749,333.591,0.097,12.706,30.056
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,15.601067,82.907,83.396,0.229,1.536,16.375
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.617934,16.866,16.681,0.153,1.954,16.190
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.634529,16.595,16.680,0.124,1.563,16.275
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,15.634663,116.268,116.757,0.072,1.570,16.145
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.717840,83.311,83.401,0.163,1.200,16.366
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.751169,33.329,33.368,0.140,1.053,16.404
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,15.784649,33.480,33.360,0.284,1.359,16.284
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.801536,16.888,16.671,0.266,1.437,16.068
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,15.801813,167.150,166.800,0.064,1.292,15.795
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.817994,16.458,16.731,0.140,1.580,16.341
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,15.834904,16.910,16.636,0.288,0.956,16.067
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.851721,16.817,16.677,0.244,1.687,15.927
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,15.851973,50.160,50.043,0.068,1.583,15.678
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,15.837266,333.252,333.598,0.126,12.594,30.402
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.867971,16.250,16.685,0.106,1.774,16.361
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.918023,50.052,50.043,0.162,1.728,16.352
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.934779,16.757,16.672,0.216,1.445,16.268
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,15.951440,16.661,16.687,0.109,0.939,16.294
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,15.951558,99.585,100.088,0.063,0.968,16.181
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,15.984857,33.418,33.402,0.253,1.096,16.278
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.001923,17.066,16.671,0.314,1.069,15.884
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.018389,16.466,16.646,0.237,1.097,16.064
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,16.034619,16.230,16.678,0.118,0.907,16.512
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.068048,33.429,33.360,0.108,1.089,16.443
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,16.101359,33.312,33.391,0.184,1.737,16.522
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.118483,17.124,16.651,0.206,1.232,16.048
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.118699,167.142,166.798,0.067,1.086,15.837
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.185469,66.985,66.744,0.270,1.911,15.807
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.185747,67.047,66.746,0.066,1.713,15.536
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.171804,334.539,333.651,0.107,12.804,29.514
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,16.201733,16.264,16.659,0.259,1.358,16.202
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.218313,16.580,16.677,0.133,2.013,16.299
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.234941,16.628,16.688,0.129,2.091,16.359
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.251628,16.687,16.673,0.177,1.274,16.345
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,16.268127,16.500,16.684,0.098,1.563,16.530
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.285020,16.892,16.679,0.119,1.049,16.317
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.285149,99.402,100.060,0.091,1.080,16.194
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.318286,33.266,33.356,0.128,1.248,16.407
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.334897,16.611,16.706,0.106,1.082,16.501
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.352406,17.509,16.670,0.180,2.260,15.663
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.352599,67.450,66.731,0.065,2.194,15.474
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.368667,16.261,16.688,0.271,2.133,16.089
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,16.385116,16.449,16.656,0.187,1.213,16.297
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.385320,32.721,33.344,0.078,1.163,16.097
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.402629,17.514,16.698,0.163,2.335,15.481
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.402801,17.480,16.699,0.063,2.275,15.316
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.418815,16.186,16.661,0.228,1.102,15.956
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.435816,17.000,16.692,0.134,1.280,15.647
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.435954,33.154,33.352,0.050,1.214,15.514
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.451748,15.933,16.671,0.100,1.586,16.386
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.451856,15.902,16.671,0.090,1.631,16.282
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.468433,16.684,16.692,0.102,1.369,16.394
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.468545,16.688,16.693,0.063,1.431,16.287
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.485331,16.898,16.737,0.189,1.166,16.232
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.485529,16.984,16.741,0.063,1.041,16.044
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.502184,16.853,16.630,0.250,2.231,16.009
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.519068,16.884,16.695,0.273,1.554,15.821
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.519353,33.825,33.323,0.070,1.331,15.543
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.499871,328.067,333.610,0.106,15.346,35.057
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.552246,33.178,33.401,0.349,1.383,16.044
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.552604,33.251,33.401,0.072,1.094,15.692
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.528416,28.544,33.400,0.107,12.599,39.912
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.568953,16.708,16.647,0.261,1.996,15.982
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.585774,16.820,16.780,0.278,1.437,15.942
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.586056,33.452,33.428,0.056,1.228,15.669
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.561552,33.136,33.430,0.094,14.392,40.207
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.602453,16.680,16.556,0.249,1.755,15.818
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.602713,16.657,16.554,0.082,1.572,15.565
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.619054,16.601,16.770,0.233,1.941,15.988
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.619304,16.591,16.773,0.063,1.816,15.747
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.594655,33.103,33.324,0.102,16.963,40.428
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.635674,16.620,16.595,0.267,2.268,15.963
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.652428,16.754,16.960,0.238,1.918,16.169
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.652675,33.371,33.552,0.065,1.783,15.928
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.627773,33.119,33.554,0.100,15.994,40.863
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.685667,33.239,33.162,0.244,1.374,16.092
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.685916,33.241,33.162,0.052,1.194,15.849
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.661970,34.196,33.171,0.100,12.467,39.837
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.719039,33.372,33.286,0.260,1.335,16.006
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.719303,33.387,33.287,0.056,1.143,15.749
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.694127,32.157,33.292,0.101,11.611,40.972
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.752545,33.505,33.364,0.239,1.226,15.865
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.752788,33.485,33.365,0.054,1.057,15.629
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.729594,35.467,33.361,0.109,11.322,38.866
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.769098,16.553,16.683,0.244,1.849,15.995
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.769352,16.564,16.684,0.065,1.672,15.749
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.785867,16.769,16.698,0.327,1.363,15.924
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.786203,16.851,16.698,0.083,1.104,15.597
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.761927,32.333,33.385,0.102,13.716,39.919
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.802375,16.508,16.656,0.244,2.344,16.072
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.819130,16.755,16.801,0.258,1.322,16.118
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.819397,33.194,33.456,0.071,1.142,15.858
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.794136,32.210,33.448,0.105,12.892,41.157
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.835790,16.660,16.769,0.244,1.904,16.227
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.852715,16.924,16.569,0.230,1.127,15.872
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.852949,33.552,33.338,0.055,0.966,15.644
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.827493,33.357,33.339,0.109,12.348,41.139
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.869121,16.407,16.572,0.238,2.410,16.037
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.885730,16.609,16.700,0.248,1.233,16.128
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.885983,33.034,33.273,0.060,1.053,15.883
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.860892,33.398,33.272,0.105,13.012,41.012
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.919291,33.561,33.391,0.255,1.313,15.958
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.919551,33.568,33.389,0.057,1.124,15.704
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.894140,33.248,33.383,0.103,10.681,41.148
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.935989,16.698,16.645,0.222,2.277,15.905
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.936221,16.670,16.644,0.066,2.126,15.679
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.952567,16.578,16.692,0.229,1.226,16.019
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.952806,16.585,16.693,0.065,1.068,15.786
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.927557,33.417,33.336,0.103,13.117,41.067
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,16.986044,33.477,33.423,0.257,1.043,15.964
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,16.986310,33.504,33.424,0.070,0.847,15.705
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.964505,36.948,33.440,0.104,10.406,37.558
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.002714,16.669,16.599,0.282,1.779,15.894
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.019613,33.303,33.480,0.059,0.940,15.882
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.019347,16.633,33.425,0.262,1.136,32.686
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,16.995392,30.887,50.009,0.113,12.744,56.681
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.036034,16.687,16.710,0.234,15.997,32.709
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.052992,33.379,33.255,0.060,1.080,15.758
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.052737,16.704,16.583,0.250,16.003,32.588
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.027694,32.302,33.282,0.099,12.416,57.661
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.085987,33.249,16.745,0.235,1.257,16.084
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.086230,33.237,33.327,0.068,1.087,15.847
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.061141,33.447,16.759,0.116,10.731,40.974
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.119354,33.368,33.579,0.265,1.247,16.295
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.119628,33.399,33.578,0.068,1.107,16.026
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.093826,32.685,33.584,0.098,10.266,41.873
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.136160,16.806,16.402,0.283,1.973,15.891
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.152654,16.494,16.789,0.223,1.310,16.186
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.152886,33.258,33.191,0.067,1.223,15.959
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.127421,33.595,33.180,0.115,12.823,41.458
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.186100,33.446,33.267,0.270,1.326,16.007
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.186374,33.488,33.268,0.056,1.121,15.739
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.161793,34.372,33.274,0.101,10.361,40.360
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.219438,33.338,33.371,0.262,1.190,16.040
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.219705,33.331,33.371,0.057,0.994,15.779
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.196928,35.136,33.377,0.109,11.062,38.601
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.236080,16.641,16.650,0.238,1.811,16.049
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.252853,16.773,16.712,0.271,1.373,15.987
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.253128,33.423,33.362,0.053,1.166,15.718
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.229143,32.215,33.366,0.098,12.146,39.752
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.286197,33.344,33.444,0.254,1.329,16.087
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.286461,33.333,33.447,0.106,1.199,15.832
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.262391,33.248,33.432,0.106,10.744,39.937
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.319605,33.407,33.333,0.262,1.103,16.012
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.319875,33.414,33.330,0.069,0.955,15.748
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.295030,32.639,33.333,0.101,10.635,40.631
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.336247,16.643,16.593,0.231,2.076,15.962
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.352962,16.715,16.761,0.239,1.296,16.009
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.353205,33.330,33.354,0.053,1.132,15.772
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.328605,33.574,33.357,0.096,13.933,40.413
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.386340,33.378,33.314,0.296,1.142,15.944
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.386641,33.436,33.313,0.060,0.914,15.650
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.362094,33.489,33.317,0.107,10.402,40.241
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,17.402647,16.307,16.699,0.237,1.272,16.337
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.419843,17.196,16.657,0.295,1.068,15.797
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,17.420143,33.502,33.357,0.063,0.845,15.504
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,17.396143,34.050,33.402,0.115,11.661,39.594
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,17.436237,16.394,16.656,0.275,1.755,16.059
